id,siteId,observation_time,startTime,endTime,rate (kg/hr),technology,uncertainty
48,A,2024-02-11T15:45:00,2024-02-11T15:45:00,2024-02-12T05:38:00,123.3328614,CMS,49.33314456
49,A,2024-02-16T11:51:00,2024-02-16T11:51:00,2024-02-16T16:46:00,14.83360889,CMS,5.933443556
50,A,2024-02-22T02:22:00,2024-02-22T02:22:00,2024-02-22T09:08:00,17.60689626,CMS,7.042758504
51,A,2024-02-22T11:25:00,2024-02-22T11:25:00,2024-02-23T04:36:00,33.41612275,CMS,13.3664491
52,A,2024-02-23T14:04:00,2024-02-23T14:04:00,2024-02-24T03:23:00,18.51180616,CMS,7.404722464
53,A,2024-02-24T08:34:00,2024-02-24T08:34:00,2024-02-24T18:34:00,11.69312178,CMS,4.677248712
54,A,2024-02-27T10:58:00,2024-02-27T10:58:00,2024-02-27T15:44:00,14.44655555,CMS,5.77862222
55,A,2024-03-01T17:52:00,2024-03-01T17:52:00,2024-03-01T23:27:00,16.77220239,CMS,6.708880956
56,A,2024-03-03T04:38:00,2024-03-03T04:38:00,2024-03-03T22:15:00,17.15981442,CMS,6.863925768
57,A,2024-03-07T05:57:00,2024-03-07T05:57:00,2024-03-07T10:56:00,11.42898031,CMS,4.571592124
58,A,2024-03-07T07:16:00,2024-03-07T07:16:00,2024-03-07T15:02:00,16.23481555,CMS,6.49392622
59,A,2024-03-08T12:23:00,2024-03-08T12:23:00,2024-03-10T00:18:00,14.71608663,CMS,5.886434652
60,A,2024-03-14T09:15:00,2024-03-14T09:15:00,2024-03-14T23:52:00,15.29498708,CMS,6.117994832
61,A,2024-03-14T09:15:00,2024-03-14T09:15:00,2024-03-14T23:52:00,14.74954203,CMS,5.899816812
62,A,2024-03-15T07:54:00,2024-03-15T07:54:00,2024-03-15T19:43:00,10.83058592,CMS,4.332234368
63,A,2024-03-18T15:35:00,2024-03-18T15:35:00,2024-03-19T01:32:00,13.08735161,CMS,5.234940644
64,A,2024-03-21T16:45:00,2024-03-21T16:45:00,2024-03-22T02:54:00,12.4923744,CMS,4.99694976
65,A,2024-03-21T16:45:00,2024-03-21T16:45:00,2024-03-22T02:54:00,15.49997366,CMS,6.199989464
66,A,2024-03-22T11:45:00,2024-03-22T11:45:00,2024-03-23T04:40:00,19.45596602,CMS,7.782386408
67,A,2024-03-23T15:56:00,2024-03-23T15:56:00,2024-03-24T08:16:00,20.77621499,CMS,8.310485996
68,A,2024-03-29T12:10:00,2024-03-29T12:10:00,2024-03-29T18:10:00,50.5477992,CMS,20.21911968
69,A,2024-04-05T14:08:00,2024-04-05T14:08:00,2024-04-05T17:58:00,19.2303107,CMS,7.69212428
70,A,2024-04-05T15:40:00,2024-04-05T15:40:00,2024-04-05T20:41:00,53.27457756,CMS,21.30983102
71,A,2024-04-06T01:59:00,2024-04-06T01:59:00,2024-04-06T05:50:00,18.95548269,CMS,7.582193076
72,A,2024-04-09T08:27:00,2024-04-09T08:27:00,2024-04-09T19:36:00,18.53332709,CMS,7.413330836
73,A,2024-04-10T14:25:00,2024-04-10T14:25:00,2024-04-11T00:11:00,140.6241274,CMS,56.24965096
74,A,2024-04-11T15:06:00,2024-04-11T15:06:00,2024-04-11T22:43:00,55.89072104,CMS,22.35628842
75,A,2024-04-12T14:09:00,2024-04-12T14:09:00,2024-04-12T22:15:00,29.79022037,CMS,11.91608815
76,A,2024-04-13T00:00:00,2024-04-13T00:00:00,2024-04-13T08:05:00,14.72482916,CMS,5.889931664
77,A,2024-04-14T01:54:00,2024-04-14T01:54:00,2024-04-14T05:54:00,16.01493411,CMS,6.405973644
78,A,2024-04-16T04:25:00,2024-04-16T04:25:00,2024-04-16T10:40:00,13.04163146,CMS,5.216652584
79,A,2024-04-16T04:25:00,2024-04-16T04:25:00,2024-04-16T10:40:00,9.677583744,CMS,3.871033498
80,A,2024-04-17T05:04:00,2024-04-17T05:04:00,2024-04-17T14:09:00,24.53500301,CMS,9.814001204
81,A,2024-04-18T13:26:00,2024-04-18T13:26:00,2024-04-18T20:51:00,14.93944563,CMS,5.975778252
82,A,2024-04-18T22:32:00,2024-04-18T22:32:00,2024-04-19T02:41:00,17.65106764,CMS,7.060427056
83,A,2024-04-19T14:49:00,2024-04-19T14:49:00,2024-04-20T02:49:00,35.81272269,CMS,14.32508908
84,A,2024-04-20T14:10:00,2024-04-20T14:10:00,2024-04-20T16:35:00,77.00366334,CMS,30.80146534
85,A,2024-04-22T14:00:00,2024-04-22T14:00:00,2024-04-23T10:07:00,77.63196097,CMS,31.05278439
86,A,2024-04-26T10:15:00,2024-04-26T10:15:00,2024-04-26T16:38:00,10.80466042,CMS,4.321864168
87,A,2024-04-27T06:05:00,2024-04-27T06:05:00,2024-04-27T13:57:00,16.03540446,CMS,6.414161784
88,A,2024-04-28T07:12:00,2024-04-28T07:12:00,2024-04-28T19:16:00,11.16171355,CMS,4.46468542
89,A,2024-04-29T23:25:00,2024-04-29T23:25:00,2024-04-30T04:48:00,29.86309642,CMS,11.94523857
90,A,2024-01-01T04:25:00,2024-01-01T04:25:00,2024-01-01T04:35:00,182.796264,Operation,73.1185056
91,A,2024-01-01T13:34:00,2024-01-01T13:34:00,2024-01-01T13:40:00,231.25869,Operation,92.503476
92,A,2024-01-02T06:50:00,2024-01-02T06:50:00,2024-01-02T06:57:00,159.2221714,Operation,63.68886856
93,A,2024-01-03T15:15:00,2024-01-03T15:15:00,2024-01-03T15:20:00,263.071872,Operation,105.2287488
94,A,2024-01-05T07:30:00,2024-01-05T07:30:00,2024-01-05T07:35:00,339.0873,Operation,135.63492
95,A,2024-01-06T00:40:00,2024-01-06T00:40:00,2024-01-06T00:50:00,263.417292,Operation,105.3669168
96,A,2024-01-06T11:30:00,2024-01-06T11:30:00,2024-01-06T11:35:00,263.417292,Operation,105.3669168
97,A,2024-01-06T17:25:00,2024-01-06T17:25:00,2024-01-06T17:30:00,333.67572,Operation,133.470288
98,A,2024-01-07T01:30:00,2024-01-07T01:30:00,2024-01-07T01:35:00,537.58866,Operation,215.035464
99,A,2024-01-07T09:30:00,2024-01-07T09:30:00,2024-01-07T09:35:00,3515.56962,Operation,1406.227848
100,A,2024-01-07T11:00:00,2024-01-07T11:00:00,2024-01-07T11:05:00,335.886408,Operation,134.3545632
101,A,2024-01-08T09:35:00,2024-01-08T09:35:00,2024-01-08T09:40:00,311.91426,Operation,124.765704
102,A,2024-01-10T07:30:00,2024-01-10T07:30:00,2024-01-10T07:35:00,390.3246,Operation,156.12984
103,A,2024-01-10T09:50:00,2024-01-10T09:50:00,2024-01-10T09:55:00,401.447124,Operation,160.5788496
104,A,2024-01-12T09:45:00,2024-01-12T09:45:00,2024-01-12T10:35:00,606.5022528,Operation,242.6009011
105,A,2024-01-23T07:10:00,2024-01-23T07:10:00,2024-01-23T07:15:00,416.323212,Operation,166.5292848
106,A,2024-01-25T09:00:00,2024-01-25T09:00:00,2024-01-25T10:00:00,432.742176,Operation,173.0968704
107,A,2024-02-03T07:40:00,2024-02-03T07:40:00,2024-02-03T07:45:00,339.847224,Operation,135.9388896
108,A,2024-02-05T14:14:00,2024-02-05T14:14:00,2024-02-16T11:45:00,2.065004742,Operation,0.826001897
109,A,2024-02-10T08:41:00,2024-02-10T08:41:00,2024-02-10T08:45:00,307.9995,Operation,123.1998
110,A,2024-02-10T09:04:00,2024-02-10T09:04:00,2024-02-10T09:07:00,480.05704,Operation,192.022816
111,A,2024-02-10T10:14:00,2024-02-10T10:14:00,2024-02-10T10:16:00,541.158,Operation,216.4632
112,A,2024-02-10T11:00:00,2024-02-10T11:00:00,2024-02-10T11:03:00,423.1395,Operation,169.2558
113,A,2024-02-13T08:30:00,2024-02-13T08:30:00,2024-02-13T09:10:00,382.3367625,Operation,152.934705
114,A,2024-02-25T07:22:00,2024-02-25T07:22:00,2024-02-25T07:24:00,413.12232,Operation,165.248928
115,A,2024-02-26T14:35:00,2024-02-26T14:35:00,2024-02-26T14:37:00,615.999,Operation,246.3996
116,A,2024-02-29T17:20:00,2024-02-29T17:20:00,2024-02-29T17:25:00,309.03576,Operation,123.614304
117,A,2024-03-01T11:45:00,2024-03-01T11:45:00,2024-03-01T11:50:00,278.431548,Operation,111.3726192
118,A,2024-03-16T11:10:00,2024-03-16T11:10:00,2024-03-16T11:15:00,347.561604,Operation,139.0246416
119,A,2024-03-18T09:10:00,2024-03-18T09:10:00,2024-03-18T09:15:00,212.77872,Operation,85.111488
120,A,2024-03-20T14:45:00,2024-03-20T14:45:00,2024-03-20T14:47:00,513.98496,Operation,205.593984
121,A,2024-04-02T10:23:00,2024-04-02T10:23:00,2024-04-02T10:26:00,454.11216,Operation,181.644864
122,A,2024-04-06T09:20:00,2024-04-06T09:20:00,2024-04-06T09:26:00,245.70876,Operation,98.283504
123,A,2024-04-20T13:19:00,2024-04-20T13:19:00,2024-04-20T13:24:00,288.0502435,Operation,115.2200974
124,A,2024-04-22T03:03:00,2024-04-22T03:03:00,2024-04-22T03:14:00,123.0951273,Operation,49.23805092
125,A,2024-04-22T06:40:00,2024-04-22T06:40:00,2024-04-22T06:45:00,320.918208,Operation,128.3672832
126,A,2024-04-23T08:20:00,2024-04-23T08:20:00,2024-04-23T08:25:00,415.77054,Operation,166.308216
127,A,2024-04-23T11:40:00,2024-04-23T11:40:00,2024-04-23T11:45:00,385.903224,Operation,154.3612896
128,A,2024-04-26T00:12:00,2024-04-26T00:12:00,2024-04-26T00:35:00,53.88552,Operation,21.554208
129,A,2024-04-26T22:20:00,2024-04-26T22:20:00,2024-04-26T22:30:00,119.377152,Operation,47.7508608
130,A,2024-04-27T08:24:00,2024-04-27T08:24:00,2024-04-27T08:35:00,147.8502273,Operation,59.14009092
131,A,2024-04-27T15:08:00,2024-04-27T15:08:00,2024-04-27T15:24:00,122.4585863,Operation,48.98343452
132,A,2024-04-29T23:13:00,2024-04-29T23:13:00,2024-04-29T23:20:00,176.3286857,Operation,70.53147428
133,A,2024-04-29T23:20:00,2024-04-29T23:20:00,2024-04-29T23:26:00,229.5124,Operation,91.80496
134,A,2024-04-30T02:05:00,2024-04-30T02:05:00,2024-04-30T02:13:00,266.693025,Operation,106.67721
135,A,2024-04-30T04:10:00,2024-04-30T04:10:00,2024-04-30T04:19:00,221.6445,Operation,88.6578
136,A,2024-04-30T06:37:00,2024-04-30T06:37:00,2024-04-30T06:50:00,1152.179409,Operation,460.8717636
137,A,2024-04-30T08:12:00,2024-04-30T08:12:00,2024-04-30T08:23:00,109.6970182,Operation,43.87880728
138,A,2024-04-30T09:50:00,2024-04-30T09:50:00,2024-04-30T09:58:00,182.61204,Operation,73.044816
