id,rate,duration,quantity,sourceLocation,startTime,endTime,merged_from,uncertainties
9ff7edd4-09b2-4c55-87f8-59c49ebea903,10402.52087,4179.0680555555555,43472842.66506699,CH4_1B2_250m_-101.79613_31.34596?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-02-04T16:50:00,2024-07-27T19:54:05,emi20240212t214843p14025-C,565.7295117
57d684c7-a1c3-46c3-9a49-c6316ed8eb99,2130.125074,4705.817777777777,10023980.442119403,CH4_1B2_250m_-101.81706_31.57047?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-07-31T19:59:00,2024-02-12T21:48:04,emi20240127t195904p13008-B,297.7751255
ca7c3bb0-0898-47ba-bf8e-38476145aa81,2459.655996,4516.967777777778,11110186.878349906,CH4_1B2_250m_-101.81706_31.57047?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-08-08T16:50:00,2024-02-12T21:48:04,emi20240204t165003p11008-A,188.1331018
8b178469-e099-4596-b96f-645087b5f2ef,5313.591962,7724.183333333333,41043158.47301437,CH4_1B2_250m_-101.81997_32.32697?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-02-14T21:39:00,2025-01-01T17:50:00,emi20240812t213903p14030-E,425.7402367
6d6c85e6-e5e7-469d-a148-1467b615609f,13577.15934,5755.966944444444,78149680.36049515,CH4_1B2_250m_-101.82795_31.43289?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-02-12T21:48:04,2024-10-09T17:46:05,emi20240727t195453p13014-A,658.5287672
a7fe1c92-742e-4ebd-ba5f-f693ae6b8bbb,4875.769695,4321.0,21068200.852095,CH4_1B2_250m_-101.83636_32.29779?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-02-14T21:39:00,2024-08-12T22:39:00,emi20240812t213903p14030-D,402.692695
c3209b8d-b8f6-4200-9fe7-528723a66355,1393.251294,889.4341666666667,1239205.3036361448,CH4_1B2_250m_-101.87908_31.97790?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-10-24T17:37:00,2024-11-30T19:03:03,emi20241130t180334p12009-D,389.8082572
65d89820-76b8-4a1e-b1ef-96265bc04270,1510.75414,6141.784722222223,9278726.696085973,CH4_1B2_250m_-101.90589_31.82708?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-01-27T19:59:00,2024-10-09T17:46:05,emi20240812t213903p14030-G,469.0753585
24b6ea57-4a8b-4c3e-b122-75eaf85f53b0,11154.99056,4321.0,48200714.20976,CH4_1B2_250m_-101.91350_32.21287?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-02-14T21:39:00,2024-08-12T22:39:00,emi20240812t213903p14030-A,722.6670207
ba2e61c7-8a34-4f5a-9e79-5392dea71ec2,7621.907588,7004.249722222222,53385744.10605244,CH4_1B2_250m_-101.97851_31.66960?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-02-12T21:48:04,2024-11-30T18:03:03,emi20240727t195453p13014-B,573.3040198
ec6412c5-8e63-4727-badc-fc7340b8c019,6117.763916,6356.217777777778,38885839.7631266,CH4_1B2_250m_-101.98140_32.26413?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-02-14T21:39:00,2024-11-05T17:52:04,emi20240812t213903p14030-C,840.7860372
7e4f04df-303a-4836-850b-9f10fdc9a934,3713.268047,6356.217777777778,23602340.37399557,CH4_1B2_250m_-101.99482_32.20095?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-02-14T21:39:00,2024-11-05T17:52:04,emi20240812t213903p14030-B,397.7866947
72d7e9cb-fbae-472e-b34d-440a7cb1cd72,2092.854377,601.1830555555556,1258188.5891976787,CH4_1B2_250m_-102.11606_31.89694?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-11-05T17:52:04,2024-11-30T19:03:03,emi20241130t180334p12009-A,294.6540144
98bbca39-458d-4249-b4a5-75e805b1c12b,949.6590958,7201.2325,6838715.9445955735,CH4_1B2_250m_-102.19187_30.84353?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-02-04T16:49:05,2024-11-30T18:03:02,emi20240827t155734p10003-A,402.7426757
06aeed84-1746-47fb-ad15-4de4ef2922c3,2080.388189,4321.0,8989357.364668999,CH4_1B2_250m_-102.51816_32.01441?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-08-16T21:48:03,2024-02-12T22:48:03,emi20240212t214832p14024-G,110.345471
bc93995d-9dbf-470b-a5bc-55a6c08bf8a4,1390.296337,2283.099722222222,3174185.180811273,CH4_1B2_250m_-102.92380_30.99817?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-08-27T15:57:02,2024-11-30T19:03:01,emi20241130t180310p12007-B,521.9639624
1a7dc4ff-fa21-4c3c-bd16-1cfd32e507fd,2717.130134,2283.099722222222,6203479.054177029,CH4_1B2_250m_-102.98649_30.98850?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-08-27T15:57:02,2024-11-30T19:03:01,emi20241130t180310p12007-A,671.4276145
018c48ae-ffc5-4832-a9cb-44547702c7b0,2308.805593,4321.0,9976348.967353,CH4_1B2_250m_-103.04458_31.94752?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-08-16T21:48:03,2024-02-12T22:48:03,emi20240212t214832p14024-C,196.5921069
6eea8427-eb32-4466-b2be-d59d92eed039,437.4021842,4321.0,1890014.8379282001,CH4_1B2_250m_-103.18725_32.41777?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T15:57:01,2024-05-02T16:57:01,GAO20240502t155715p0000-A,231.3217389
9061286c-0356-41b7-b5ba-bccf5d13505a,134.1856986,1.3163888888888888,176.64056268483333,CH4_1B2_250m_-103.20711_32.05328?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-05-02T15:57:01,2024-05-02T17:16:00,GAO20240502t161605p0001-C,38.19860113
ec66ada4-a131-46f1-99f6-0d3165f73204,133.685061095,4321.3163888888885,577695.4454594359,CH4_1B2_250m_-103.20813_32.10361?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T15:57:01,2024-05-02T17:16:00,"GAO20240502t155715p0000-B, GAO20240502t161605p0001-A",54.1955776
92ca42e4-bd4f-44ec-b31c-a6512de221e2,244.4322501,4321.0,1056191.7526821,CH4_1B2_250m_-103.20813_32.10361?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:16:00,2024-05-02T17:16:00,GAO20240502t161605p0001-B,66.59023923
065d9b63-ed9e-4066-abe7-c1b7413b6e8d,435.0198206,4321.0,1879720.6448126,CH4_1B2_250m_-103.21104_32.41632?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:16:00,2024-05-02T17:16:00,GAO20240502t161605p0000-D,182.7239985
9110643f-5c1e-49eb-a465-09ea0270405f,212.2150474,4321.0,916981.2198154,CH4_1B2_250m_-103.21270_32.33083?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:16:00,2024-05-02T17:16:00,GAO20240502t161605p0000-F,52.28923814
956021d6-70cc-4a63-941b-00e2e7f8ee84,379.5298738,4321.0,1639948.5846898002,CH4_1B2_250m_-103.21652_32.58520?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:16:00,2024-05-02T17:16:00,GAO20240502t161605p0000-E,110.7574648
a3ad919a-814c-4f55-8bca-11b9ab5695bb,235.7612172,4321.0,1018724.2195212,CH4_1B2_250m_-103.21889_32.20663?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:16:00,2024-05-02T17:16:00,GAO20240502t161605p0000-B,59.1016096
b2105f94-7310-48a4-9e7c-52a500347264,910.7839967,4321.0,3935497.6497407,CH4_1B2_250m_-103.22001_32.20887?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:16:00,2024-05-02T17:16:00,GAO20240502t161605p0000-A,382.2168362
94eb0ec2-5eda-4e61-8e12-b049635f971a,406.5616154,4320.366666666667,1756495.2511203133,CH4_1B2_250m_-103.22485_32.20221?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:16:00,2024-05-02T16:38:00,GAO20240502t161605p0000-C,109.5168517
cd3756b8-72e0-48ac-bbc1-c63952c771a7,222.9008665,4320.366666666667,963013.4735977168,CH4_1B2_250m_-103.22805_32.22448?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:16:00,2024-05-02T16:38:00,GAO20240502t161605p0000-G,17.43534269
d13ba3ed-1e50-4761-ad08-304d92ca252c,303.1107732,4321.0,1309741.6509971998,CH4_1B2_250m_-103.23563_32.24674?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:38:00,2024-05-02T17:38:00,GAO20240502t163800p0000-A,140.3664802
871ca019-3824-45d5-8b04-bb239de95689,485.3648031,4321.0,2097261.3141951,CH4_1B2_250m_-103.24238_32.28316?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:38:00,2024-05-02T17:38:00,GAO20240502t163800p0000-E,159.9427563
b6ae39d6-035a-4543-84a3-6e45d3e7c15d,274.111828,4321.0,1184437.208788,CH4_1B2_250m_-103.24456_32.48908?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:38:00,2024-05-02T17:38:00,GAO20240502t163800p0000-D,140.1976875
181b4a71-4d50-431a-bfd4-dd6a2142824f,431.1569921,4320.317777777777,1862735.2179828228,CH4_1B2_250m_-103.24676_32.29010?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:38:00,2024-05-02T16:57:04,GAO20240502t163800p0000-B,164.6292957
99ae3ad1-3a19-4872-9c51-0f26deedf226,1800.643957,4415.383333333333,7950533.317005184,CH4_1B2_250m_-103.24727_31.01132?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-02-25T17:34:02,2024-08-27T16:57:02,"emi20240823t173421p11026-A, emi20240827t155722p10002-A",510.46113415
def1d451-2fb9-466e-a1b0-d6c996941829,262.4275905,4321.317777777777,1134033.0122070366,CH4_1B2_250m_-103.25119_32.30745?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:38:00,2024-05-02T17:57:04,"GAO20240502t163800p0000-C, GAO20240502t165747p0000-C",59.188558665
57b4f3ca-3755-4a7e-93e0-d8f423d2017f,248.0584141,1.3177777777777777,326.8858656917778,CH4_1B2_250m_-103.25858_32.57445?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-05-02T16:38:00,2024-05-02T17:57:04,GAO20240502t165747p0000-D,59.65301204
6fb7c92b-8cbd-4a80-bd14-b806fb08e404,380.5145727,4320.35,1643956.134164445,CH4_1B2_250m_-103.27009_32.42873?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:57:04,2024-05-02T17:18:04,GAO20240502t165747p0000-B,173.7862878
b6e323ba-f12f-48ae-92b0-60308f7ed46c,249.73735445,4321.35,1079202.5166525075,CH4_1B2_250m_-103.27218_32.43988?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T16:57:04,2024-05-02T18:18:04,"GAO20240502t165747p0000-A, GAO20240502t171845p0000-G",66.96898989499999
3ac6de47-0b86-4b49-997c-659593e51db1,302.9938393,1.35,409.041683055,CH4_1B2_250m_-103.27604_32.42865?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-05-02T16:57:04,2024-05-02T18:18:04,GAO20240502t171845p0000-C,84.51750022
b0ef7184-87c5-4492-99c7-2a63946afeb1,103.9299105,4321.0,449081.1432705,CH4_1B2_250m_-103.28332_32.51535?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-04T17:18:04,2024-05-02T18:18:04,GAO20240502t171845p0000-F,43.99878279
b9978b74-e6c3-48ad-80db-8a74e0f4189f,269.1705774,23.1,6217.840337940001,CH4_1B2_250m_-103.29712_32.39828?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-05-02T17:18:04,2024-05-03T16:24:04,GAO20240503t152440p0000-B,136.0472148
7a61d57d-7bef-4025-a674-711c8c7b7205,206.9469142,4656.05,963555.17986091,CH4_1B2_250m_-103.31693_32.02059?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T15:24:04,2024-05-17T15:27:04,GAO20240503t152440p0000-A,138.4409295
8c0df9fe-c865-4495-8152-1598a5728340,482.3765892,4655.733055555555,2245816.631564583,CH4_1B2_250m_-103.31693_32.02059?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T15:43:05,2024-05-17T15:27:04,GAO20240503t154351p0001-A,240.344812
a88e85ed-3bf5-4996-b56c-c675953be1d0,256.4530748,4320.300833333334,1107954.4327693358,CH4_1B2_250m_-103.31693_32.02059?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-19T15:09:01,2024-05-17T15:27:04,GAO20240517t150916p0000-K,107.0212258
df856cfd-9eea-4c58-9d61-fe573bd6598f,359.8881035,4321.0,1555076.4952235,CH4_1B2_250m_-103.32507_32.50418?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T15:43:05,2024-05-03T16:43:05,GAO20240503t154351p0000-C,148.1598628
55526653-5f21-4717-b6d3-b93af3d9f336,364.23872300000005,4321.366111111111,1574008.8739265876,CH4_1B2_250m_-103.33810_32.16647?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T15:43:05,2024-05-03T17:05:03,"GAO20240503t154351p0000-A, GAO20240503t160535p0000-A",201.9825712
6d3082b7-23df-463b-b65a-a6f82a10c1c3,221.461578,4321.0,956935.478538,CH4_1B2_250m_-103.37617_32.17718?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T16:24:02,2024-05-03T17:24:02,GAO20240503t162426p0000-A,92.28309334
f2647204-6663-4452-a882-10fcf7d63817,186.8027215,4320.350555555556,807053.2416118147,CH4_1B2_250m_-103.37921_32.29459?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T16:24:02,2024-05-03T16:45:04,GAO20240503t162426p0000-C,110.7680397
4e39aa27-fc71-437b-97d0-f679a34410b0,121.17104459999999,4321.350555555556,523622.56089945696,CH4_1B2_250m_-103.38243_32.44133?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T16:24:02,2024-05-03T17:45:04,"GAO20240503t162426p0000-D, GAO20240503t164545p0000-B",26.476290544999998
036a7cf6-9057-4847-9d5f-143ab07ec1ab,179.4880251,1.3008333333333333,233.48400598424996,CH4_1B2_250m_-103.39023_32.02887?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-05-17T15:09:01,2024-05-17T16:27:04,GAO20240517t152741p0000-C,60.34553956
4a1a6e36-ac50-4aa8-9c4c-dadbafb43c62,208.0973808,4321.0,899188.7824368,CH4_1B2_250m_-103.39443_32.47774?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T16:45:04,2024-05-03T17:45:04,GAO20240503t164545p0000-C,45.31894472
7ff85cfe-05d2-4338-98ab-14c060e4a5fe,106.2813065,1.3327777777777778,141.6493634963889,CH4_1B2_250m_-103.40521_32.20244?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-05-03T16:45:04,2024-05-03T18:05:02,GAO20240503t170520p0000-A,37.42504177
ffd5f258-4f3d-486d-89dc-c8d4b69875f8,112.99983465,335.3672222222222,37896.44065814091,CH4_1B2_250m_-103.40917_32.02236?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-05-03T17:05:02,2024-05-17T16:27:04,"GAO20240517t150916p0000-R, GAO20240517t152741p0000-W",29.349442185
f911100b-b5fe-4288-91a0-556b1d504841,219.0785242,4321.0,946638.3030682,CH4_1B2_250m_-103.41150_32.35437?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T17:05:02,2024-05-03T18:05:02,GAO20240503t170520p0000-C,57.46945245
11728a99-6bb2-4367-950a-f0eb558fbd1c,33.66214483,4321.0,145454.12781043,CH4_1B2_250m_-103.41294_32.19644?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T17:05:02,2024-05-03T18:05:02,GAO20240503t170520p0000-B,11.02696674
92eac2cb-f0c7-43bc-abc1-23025de3ccea,220.5963997,4321.0,953197.0431037,CH4_1B2_250m_-103.44043_32.23849?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T17:26:05,2024-05-03T18:26:05,GAO20240503t172650p0000-E,63.82925756
3444652c-4e88-4887-9e2e-75b905437c74,193.2943863,4321.0,835225.0432023001,CH4_1B2_250m_-103.44423_32.41489?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T17:26:05,2024-05-03T18:26:05,GAO20240503t172650p0000-A,21.94479706
5bc30d25-6e1c-408e-9548-1c8fcf4e59cd,97.58229143,1.3330555555555557,130.08261571460278,CH4_1B2_250m_-103.45056_32.35508?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-05-03T17:26:05,2024-05-03T18:46:04,GAO20240503t174640p0000-F,114.7296305
29b9be01-f228-4a84-bb37-9b039cfd1543,229.7003431,1.3330555555555557,306.20331848247224,CH4_1B2_250m_-103.45148_32.45644?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-05-03T17:26:05,2024-05-03T18:46:04,GAO20240503t174640p0000-D,66.34682094
51c6d674-e635-418e-b3b3-1ce76c7f8989,357.0121114,1.3330555555555557,475.9169785023889,CH4_1B2_250m_-103.45429_32.42843?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-05-03T17:26:05,2024-05-03T18:46:04,GAO20240503t174640p0000-C,140.172473
4c9aecfa-2a2b-4339-a088-252237f2791d,197.67041115,334.96555555555557,66212.77908775484,CH4_1B2_250m_-103.45499_32.04233?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-05-03T17:46:04,2024-05-17T16:44:00,"GAO20240517t152741p0000-V, GAO20240517t154401p0000-D",68.90676353
7152fbed-17d0-4417-9f85-3f68d78cee0f,460.98899152499996,4654.9655555555555,2145887.8770391666,CH4_1B2_250m_-103.46123_32.04214?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T17:46:04,2024-05-17T16:44:00,"GAO20240503t174640p0001-A, GAO20240517t152741p0000-E, GAO20240517t154401p0000-B",178.3845030575
6bfada25-7a54-47fb-93a8-8fde7e481624,501.7731025,4321.0,2168161.5759025,CH4_1B2_250m_-103.46250_32.42318?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-11-05T17:46:04,2024-05-03T18:46:04,GAO20240503t174640p0000-B,98.33732522
3e842476-b675-4d43-bb68-4a9202a4a195,277.6349341,334.96555555555557,92998.13994243657,CH4_1B2_250m_-103.46410_32.06239?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-05-03T17:46:04,2024-05-17T16:44:00,GAO20240517t154401p0000-C,121.8917813
1f84ffd8-d880-4607-9192-2be402009cb7,99.92829289,1.3008333333333333,129.9900543344083,CH4_1B2_250m_-103.46847_32.02199?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2024-05-17T15:09:01,2024-05-17T16:27:04,GAO20240517t152741p0000-F,63.43109798
4e744fd0-3d4d-4584-b4aa-efe305e6c447,948.7035707,6260.3175,5939185.565965697,CH4_1B2_250m_-103.46914_32.20323?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2023-08-16T21:48:02,2024-05-03T18:07:05,emi20240212t214820p14023-C,112.3150323
