id,rate,duration,quantity,sourceLocation,startTime,endTime,merged_from,event_type,uncertainties
dc1bd68e-e9c4-4bea-9532-9bf8837ae65d,50.81348771,15.366666666666667,780.8339278103333,A,2024-01-16T11:53:00,2024-01-17T03:15:00,19,PRE,20.32539508
1e62369a-0f6b-4124-95df-45ed9a4ea037,9.865365612,60.766666666666666,599.4853836891999,A,2024-01-17T10:29:00,2024-01-19T23:15:00,20,PRE,3.946146245
209c8434-1fac-4ca4-9da7-4e094dcd3f10,7.830741333,6.3,49.33367039789999,A,2024-01-20T17:49:00,2024-01-21T00:07:00,21,PRE,3.132296533
8480663e-989d-4cea-b42c-4fe43e4cc362,7.280364451,16.766666666666666,122.06744396176666,A,2024-01-21T07:16:00,2024-01-22T00:02:00,22,PRE,2.91214578
324232aa-4674-413f-8a44-eab77777dbc2,11.142521868,24.583333333333332,273.92032925499996,A,2024-01-22T02:24:00,2024-01-23T02:59:00,"23, 24, 25",PRE,4.457008747250001
2459ea81-022a-4792-9964-0f597109cf88,416.323212,0.08333333333333333,34.693601,A,2024-01-23T07:10:00,2024-01-23T07:15:00,105,RE,166.5292848
623fa3b5-8022-41d2-8a1a-b2d9ade4243d,23.401644425,16.416666666666668,384.1769959770834,A,2024-01-23T16:02:00,2024-01-24T08:27:00,"26, 27",PRE,9.360657769
2cab9dbd-ca99-4564-ad4c-bb039cbd74f3,17.92923359,10.666666666666666,191.2451582933333,A,2024-01-24T15:06:00,2024-01-25T01:46:00,28,PRE,7.171693436
e6560aa7-4690-452a-a040-d03b2c470496,432.742176,1.0,432.742176,A,2024-01-25T09:00:00,2024-01-25T10:00:00,106,RE,173.0968704
8a127b34-5add-4f3e-807d-f17e98a03d32,19.41097409,12.383333333333333,240.37256248116665,A,2024-01-25T16:45:00,2024-01-26T05:08:00,29,PRE,7.764389636
d79bf21a-d560-46ba-9103-c3e7445619e3,18.166803785,18.3,332.4525092655,A,2024-01-26T13:50:00,2024-01-27T08:08:00,"30, 31",PRE,7.266721514
c37a2301-be6a-4504-aaa7-f2f9ea01b2c6,14.570645865,17.083333333333332,248.91520019374997,A,2024-01-27T10:10:00,2024-01-28T03:15:00,"32, 33",PRE,5.828258346
9aeb1a31-12a8-4db1-9425-33978032ed0b,10.05147194,8.266666666666667,83.09216803733335,A,2024-01-28T15:43:00,2024-01-28T23:59:00,34,PRE,4.020588776
8cc220d3-c0b5-488c-859e-fd40e6151d77,12.67874941,8.8,111.572994808,A,2024-01-29T15:48:00,2024-01-30T00:36:00,35,PRE,5.071499764
8c6b2eb0-ae26-451b-acbb-6a2552fe5d74,60.47970498,10.25,619.916976045,A,2024-01-31T17:15:00,2024-02-01T03:30:00,36,PRE,24.19188199
2620b645-9c15-4b92-815b-a9f14eafec45,10.77638599,8.883333333333333,95.73022887783333,A,2024-02-01T13:45:00,2024-02-01T22:38:00,37,PRE,4.310554396
c4fe9c72-b860-4e6a-8500-17c828782575,24.7853662,6.666666666666667,165.23577466666666,A,2024-02-02T23:30:00,2024-02-03T06:10:00,38,PRE,9.91414648
4c36556f-433b-49f8-bb8e-29050d0b4b20,339.847224,0.08333333333333333,28.320601999999997,A,2024-02-03T07:40:00,2024-02-03T07:45:00,107,RE,135.9388896
26b88818-ae62-459a-aa16-0e7b7bdfb0c8,17.19845255,4.833333333333333,83.12585399166666,A,2024-02-03T11:03:00,2024-02-03T15:53:00,39,PRE,6.87938102
e9d231d5-990d-4a68-b6a7-354f19a1d7d5,23.45762222,18.45,432.793129959,A,2024-02-04T13:38:00,2024-02-05T08:05:00,40,PRE,9.383048888
2be0eddc-7533-4c03-854a-f175bced7752,278.95845838100297,261.51666666666665,72952.28617427195,A,2024-02-05T14:14:00,2024-02-16T11:45:00,"108, 41, 42, 43, 44, 45, 46, 109, 110, 111, 112, 47, 48, 113",RE,111.58338335215198
817f4bd5-fe8b-422b-8fba-8b9640eae64a,14.83360889,4.916666666666667,72.93191037583334,A,2024-02-16T11:51:00,2024-02-16T16:46:00,49,PRE,5.933443556
c327009c-f76a-41f0-a336-285680a94f7e,17.60689626,6.766666666666667,119.13999802599999,A,2024-02-22T02:22:00,2024-02-22T09:08:00,50,PRE,7.042758504
67317831-9dac-4070-82f7-f1e2448d0f91,33.41612275,17.183333333333334,574.2003759208334,A,2024-02-22T11:25:00,2024-02-23T04:36:00,51,PRE,13.3664491
e8d32dda-9380-44b8-8546-ad5034381b73,18.51180616,13.316666666666666,246.51555203066664,A,2024-02-23T14:04:00,2024-02-24T03:23:00,52,PRE,7.404722464
7ef0fa95-3f25-47fd-b3e5-d71689beca22,11.69312178,10.0,116.9312178,A,2024-02-24T08:34:00,2024-02-24T18:34:00,53,PRE,4.677248712
bf2d8f37-88b1-4408-abd6-b3d3704cfc77,413.12232,0.03333333333333333,13.770744,A,2024-02-25T07:22:00,2024-02-25T07:24:00,114,RE,165.248928
1ffc8354-3f3f-43a4-b05f-ebaa5c7b118f,615.999,0.03333333333333333,20.5333,A,2024-02-26T14:35:00,2024-02-26T14:37:00,115,RE,246.3996
a4620513-0cec-454e-883d-391b56620a40,14.44655555,4.766666666666667,68.86191478833332,A,2024-02-27T10:58:00,2024-02-27T15:44:00,54,PRE,5.77862222
1ccf264b-2498-4d98-9ea1-e15dd53701c7,309.03576,0.08333333333333333,25.752979999999997,A,2024-02-29T17:20:00,2024-02-29T17:25:00,116,RE,123.614304
4bf33de5-446a-41a6-8047-09989e1a3719,278.431548,0.08333333333333333,23.202629,A,2024-03-01T11:45:00,2024-03-01T11:50:00,117,RE,111.3726192
cd050e12-b0e6-428e-aa39-c11d6184bae8,16.77220239,5.583333333333333,93.6447966775,A,2024-03-01T17:52:00,2024-03-01T23:27:00,55,PRE,6.708880956
39c769f4-1fe1-4eb4-b6fb-b25a7d72a720,17.15981442,17.616666666666667,302.29873069900003,A,2024-03-03T04:38:00,2024-03-03T22:15:00,56,PRE,6.863925768
29288ddd-9986-4625-8676-c8768b81a6f5,13.83189793,9.083333333333334,125.63973953083334,A,2024-03-07T05:57:00,2024-03-07T15:02:00,"57, 58",PRE,5.5327591720000004
5ae27545-25c1-4376-9c36-f8de03cb62bf,14.71608663,35.916666666666664,528.5527781274999,A,2024-03-08T12:23:00,2024-03-10T00:18:00,59,PRE,5.886434652
d52033a0-2644-419c-bab2-6d2f318c68ed,15.022264555,14.616666666666667,219.57543357891666,A,2024-03-14T09:15:00,2024-03-14T23:52:00,"60, 61",PRE,6.008905822
36c21e50-a77f-4985-9ac5-9a0dc4e5c1de,10.83058592,11.816666666666666,127.98142362133333,A,2024-03-15T07:54:00,2024-03-15T19:43:00,62,PRE,4.332234368
3eb69e99-e510-4484-99e7-baf1a7dabd44,347.561604,0.08333333333333333,28.963466999999998,A,2024-03-16T11:10:00,2024-03-16T11:15:00,118,RE,139.0246416
b4d4211f-0090-4de2-a56f-55e935d6ae53,212.77872,0.08333333333333333,17.731559999999998,A,2024-03-18T09:10:00,2024-03-18T09:15:00,119,RE,85.111488
2609600a-86f2-4e92-9647-3a4733826c76,13.08735161,9.95,130.2191485195,A,2024-03-18T15:35:00,2024-03-19T01:32:00,63,PRE,5.234940644
8a880464-e777-496f-b3f2-aac721a4c2f8,513.98496,0.03333333333333333,17.132832,A,2024-03-20T14:45:00,2024-03-20T14:47:00,120,RE,205.593984
178308c7-0781-4c57-a2d0-6509c54f01b6,13.996174029999999,10.15,142.0611664045,A,2024-03-21T16:45:00,2024-03-22T02:54:00,"65, 64",PRE,5.598469612
3d5d3cf2-f856-4280-b75f-20f2e3f8ea72,19.45596602,16.916666666666668,329.1300918383334,A,2024-03-22T11:45:00,2024-03-23T04:40:00,66,PRE,7.782386408
af6de145-1e26-4635-a09f-edfca6702d43,20.77621499,16.333333333333332,339.34484483666665,A,2024-03-23T15:56:00,2024-03-24T08:16:00,67,PRE,8.310485996
6ee6ca89-93b9-465b-acfa-d4ee0ccba1f8,50.5477992,6.0,303.28679520000003,A,2024-03-29T12:10:00,2024-03-29T18:10:00,68,PRE,20.21911968
e3630316-8879-470b-8d6c-746fbd630ab7,454.11216,0.05,22.705608,A,2024-04-02T10:23:00,2024-04-02T10:26:00,121,RE,181.644864
d53b84ea-cb40-4ccf-a673-b814dbcb65de,36.25244413,6.55,237.4535090515,A,2024-04-05T14:08:00,2024-04-05T20:41:00,"69, 70",PRE,14.50097765
63a93869-f3cf-4c6c-91ad-6769d413cd51,18.95548269,3.85,72.9786083565,A,2024-04-06T01:59:00,2024-04-06T05:50:00,71,PRE,7.582193076
73a628ac-74a2-4d78-a142-883ad35fb37b,245.70876,0.1,24.570876000000002,A,2024-04-06T09:20:00,2024-04-06T09:26:00,122,RE,98.283504
78a12c1b-1b0b-444c-a404-17f4ec9fb6f7,18.53332709,11.15,206.64659705350002,A,2024-04-09T08:27:00,2024-04-09T19:36:00,72,PRE,7.413330836
e6df7e68-1b3e-438d-93fa-63fbd07b94cc,140.6241274,9.766666666666667,1373.4289776066666,A,2024-04-10T14:25:00,2024-04-11T00:11:00,73,PRE,56.24965096
7f849db9-cf53-4d84-a101-1e59df635f8b,55.89072104,7.616666666666666,425.70099192133335,A,2024-04-11T15:06:00,2024-04-11T22:43:00,74,PRE,22.35628842
bb69d928-7465-4662-acc2-7e5d2c01ec00,29.79022037,8.1,241.300784997,A,2024-04-12T14:09:00,2024-04-12T22:15:00,75,PRE,11.91608815
6fac989c-6640-43c6-8cde-48e144ad491e,14.72482916,8.083333333333334,119.02570237666669,A,2024-04-13T00:00:00,2024-04-13T08:05:00,76,PRE,5.889931664
1ebcead3-c90d-4407-b53a-cd46a954769e,16.01493411,4.0,64.05973644,A,2024-04-14T01:54:00,2024-04-14T05:54:00,77,PRE,6.405973644
176bd87a-e498-4c95-8abc-3333a3ef6598,11.359607602,6.25,70.9975475125,A,2024-04-16T04:25:00,2024-04-16T10:40:00,"78, 79",PRE,4.543843041000001
7acce168-0a47-4aca-86b2-abd319a8445e,24.53500301,9.083333333333334,222.85961067416667,A,2024-04-17T05:04:00,2024-04-17T14:09:00,80,PRE,9.814001204
8e1299a4-6e62-469f-b41c-00eb52c2af7b,14.93944563,7.416666666666667,110.80088842250001,A,2024-04-18T13:26:00,2024-04-18T20:51:00,81,PRE,5.975778252
3b50fc3b-82e9-4627-afc6-738088332f08,17.65106764,4.15,73.25193070600001,A,2024-04-18T22:32:00,2024-04-19T02:41:00,82,PRE,7.060427056
9bae4d95-0eec-4807-8c5c-4b58a6888b7d,35.81272269,12.0,429.75267228,A,2024-04-19T14:49:00,2024-04-20T02:49:00,83,PRE,14.32508908
33fbc4d0-bc0e-47bb-b761-0f726305c6c6,288.0502435,0.08333333333333333,24.004186958333335,A,2024-04-20T13:19:00,2024-04-20T13:24:00,123,RE,115.2200974
3571edf8-142f-48e2-9d93-77dcc7eb7ad1,77.00366334,2.4166666666666665,186.092186405,A,2024-04-20T14:10:00,2024-04-20T16:35:00,84,PRE,30.80146534
a4a061c7-0380-4b28-a243-94312d4ed546,123.0951273,0.18333333333333332,22.567440004999998,A,2024-04-22T03:03:00,2024-04-22T03:14:00,124,RE,49.23805092
2196bbd7-e40e-492a-99f8-5e32c5d3649c,320.918208,0.08333333333333333,26.743184,A,2024-04-22T06:40:00,2024-04-22T06:45:00,125,RE,128.3672832
f875d417-e5cd-40b7-9daf-34e70c1fcbe7,246.701250485,20.116666666666667,4962.8068222565835,A,2024-04-22T14:00:00,2024-04-23T10:07:00,"85, 126",RE,98.680500195
71cfdd55-83cd-40ed-973b-4b3d163307ba,385.903224,0.08333333333333333,32.158602,A,2024-04-23T11:40:00,2024-04-23T11:45:00,127,RE,154.3612896
d0dfb9b7-979f-4456-907d-f5a6adcf010b,53.88552,0.38333333333333336,20.656116,A,2024-04-26T00:12:00,2024-04-26T00:35:00,128,RE,21.554208
0fc3d82a-fa09-409e-a5e8-9748e82065b8,10.80466042,6.383333333333334,68.96974901433333,A,2024-04-26T10:15:00,2024-04-26T16:38:00,86,PRE,4.321864168
284bf97d-ada6-4309-b654-829fa6416d45,119.377152,0.16666666666666666,19.896192,A,2024-04-26T22:20:00,2024-04-26T22:30:00,129,RE,47.7508608
a08c41c6-57dc-43d0-9d60-efb50e8f7e97,81.94281588,7.866666666666666,644.616818256,A,2024-04-27T06:05:00,2024-04-27T13:57:00,"87, 130",RE,32.777126351999996
0c615ead-d465-411a-833b-addf7c5c3c2c,122.4585863,0.26666666666666666,32.65562301333333,A,2024-04-27T15:08:00,2024-04-27T15:24:00,131,RE,48.98343452
ab423f72-92c3-450a-bf59-0e63812e1378,11.16171355,12.066666666666666,134.68467683666665,A,2024-04-28T07:12:00,2024-04-28T19:16:00,88,PRE,4.46468542
9fa03f74-ca58-4d8f-86fb-7fe1b7dea2b4,206.59346115875,5.583333333333333,1153.480158136354,A,2024-04-29T23:13:00,2024-04-30T04:48:00,"132, 133, 89, 134, 135",RE,82.63738446375
cebb98ed-65c6-44e9-8ffd-395150e6453f,1152.179409,0.21666666666666667,249.63887195000004,A,2024-04-30T06:37:00,2024-04-30T06:50:00,136,RE,460.8717636
e38bf345-6a94-4cf9-8503-eb684004bb03,109.6970182,0.18333333333333332,20.111120003333333,A,2024-04-30T08:12:00,2024-04-30T08:23:00,137,RE,43.87880728
37e288cd-56bd-46cd-90b6-3c23db0364c4,182.61204,0.13333333333333333,24.348272,A,2024-04-30T09:50:00,2024-04-30T09:58:00,138,RE,73.044816
