event_ID,event_type,source,start_time,end_time,duration,rate,quantity,duration_simulation,duration_lower,duration_upper,rate_lower,rate_upper
Event-18,RE,Compressor-1,2024-02-25 07:22:00,2024-02-25 07:24:00,0.0333333333333333,12393.6696,413.12232,False,0.0,0.0,7436.201759999999,7436.201759999999
Event-19,RE,Compressor-1,2024-02-26 14:35:00,2024-02-26 14:37:00,0.0333333333333333,18479.97,615.999,False,0.0,0.0,11087.982,11087.982
Event-20,RE,Compressor-1,2024-03-01 11:45:00,2024-03-01 11:50:00,0.0833333333333333,3341.178576,278.431548,False,0.0,0.0,2004.7071455999999,2004.7071455999999
Event-21,RE,Compressor-1,2024-03-16 11:10:00,2024-03-16 11:15:00,0.0833333333333333,4170.739248,347.561604,False,0.0,0.0,2502.4435488,2502.4435488
Event-22,RE,Compressor-1,2024-03-20 14:45:00,2024-03-20 14:47:00,0.0333333333333333,15419.5488,513.98496,False,0.0,0.0,9251.72928,9251.72928
Event-23,RE,Compressor-3,2024-04-02 10:23:00,2024-04-02 10:26:00,0.05,9082.2432,454.11216,False,0.0,0.0,5449.345920000001,5449.345920000001
Event-24,RE,Compressor-1,2024-04-06 09:20:00,2024-04-06 09:26:00,0.1,2457.0876,245.70876,False,0.0,0.0,1474.25256,1474.25256
Event-25,RE,Compressor-3,2024-04-20 13:19:00,2024-04-20 13:24:00,0.0833333333333333,3456.6029220000005,288.0502435,False,0.0,0.0,2073.9617532,2073.9617532
Event-26,RE,Compressor-3,2024-04-22 03:03:00,2024-04-22 03:14:00,0.1833333333333333,671.4279670909092,123.09512730000002,False,0.0,0.0,402.8567802545455,402.8567802545455
Event-27,RE,Compressor-3,2024-04-22 06:40:00,2024-04-22 06:45:00,0.0833333333333333,3851.018496,320.918208,False,0.0,0.0,2310.6110976,2310.6110976
Event-28,RE,Compressor-1,2024-04-23 08:20:00,2024-04-23 08:25:00,0.0833333333333333,4989.24648,415.77054,False,0.0,0.0,2993.5478879999996,2993.5478879999996
Event-29,RE,Compressor-3,2024-04-23 11:40:00,2024-04-23 11:45:00,0.0833333333333333,4630.838688000001,385.903224,False,0.0,0.0,2778.5032128000003,2778.5032128000003
Event-30,RE,Compressor-2,2024-04-26 00:12:00,2024-04-26 00:35:00,0.3833333333333333,140.57092173913043,53.88552,False,0.0,0.0,84.34255304347825,84.34255304347825
Event-31,RE,Compressor-1,2024-04-26 22:20:00,2024-04-26 22:30:00,0.1666666666666666,716.262912,119.377152,False,0.0,0.0,429.7577472,429.7577472
Event-32,RE,Compressor-2,2024-04-27 08:24:00,2024-04-27 08:35:00,0.1833333333333333,806.4557852727273,147.8502273,False,0.0,0.0,483.8734711636364,483.8734711636364
Event-33,RE,Tank-3,2024-04-27 15:08:00,2024-04-27 15:24:00,0.2666666666666666,459.219698625,122.4585863,False,0.0,0.0,275.53181917499995,275.53181917499995
Event-34,RE,Compressor-1,2024-04-29 23:13:00,2024-04-29 23:20:00,0.1166666666666666,1511.3887345714286,176.3286857,False,0.0,0.0,906.8332407428571,906.8332407428571
Event-35,RE,Compressor-2,2024-04-29 23:20:00,2024-04-29 23:26:00,0.1,2295.124,229.5124,False,0.0,0.0,1377.0743999999997,1377.0743999999997
Event-36,RE,Compressor-3,2024-04-30 02:05:00,2024-04-30 02:13:00,0.1333333333333333,2000.1976875,266.693025,False,0.0,0.0,1200.1186125,1200.1186125
Event-37,RE,Compressor-2,2024-04-30 04:10:00,2024-04-30 04:19:00,0.15,1477.63,221.6445,False,0.0,0.0,886.5780000000001,886.5780000000001
Event-38,RE,Tank-2,2024-04-30 06:37:00,2024-04-30 06:50:00,0.2166666666666666,5317.751118461539,1152.179409,False,0.0,0.0,3190.650671076923,3190.650671076923
Event-39,RE,Compressor-2,2024-04-30 08:12:00,2024-04-30 08:23:00,0.1833333333333333,598.3473720000001,109.6970182,False,0.0,0.0,359.00842320000004,359.00842320000004
Event-40,RE,Compressor-3,2024-04-30 09:50:00,2024-04-30 09:58:00,0.1333333333333333,1369.5903,182.61204,False,0.0,0.0,821.75418,821.75418
Event-41,PRE,Compressor-2,2024-01-01 17:12:00,2024-01-02 00:32:00,7.333333333333333,11.0537834,81.06107826666667,False,0.0,14.666666666666666,6.63227004,6.63227004
Event-42,PRE,Dehydrator-1,2024-01-02 08:38:00,2024-01-03 17:55:00,33.28333333333333,8.285312568375064,275.76281998408336,False,0.0,66.56666666666666,4.971187541025038,4.971187541025038
Event-43,PRE,Dehydrator-1,2024-01-03 23:33:00,2024-01-04 03:06:00,3.55,5.279977194,18.7439190387,False,0.0,7.1,3.1679863164,3.1679863164
Event-44,PRE,Dehydrator-1,2024-01-04 12:02:00,2024-01-04 20:25:00,8.383333333333333,44.44340994,372.583919997,False,0.0,16.766666666666666,26.666045964000002,26.666045964000002
Event-45,PRE,Dehydrator-1,2024-01-05 12:21:00,2024-01-05 14:09:00,1.8,26.4754512,47.65581216,False,0.0,3.6,15.885270719999998,15.885270719999998
Event-46,PRE,Dehydrator-1,2024-01-05 18:40:00,2024-01-07 06:39:00,35.983333333333334,17.118730422389994,615.9889830323333,False,0.0,71.96666666666667,10.271238253433996,10.271238253433996
Event-47,PRE,Dehydrator-1,2024-01-07 03:28:00,2024-01-07 07:34:00,4.1,4.38235222,17.967644101999998,False,0.0,8.2,2.6294113319999997,2.6294113319999997
Event-48,PRE,Dehydrator-1,2024-01-07 15:50:00,2024-01-08 05:10:00,13.333333333333334,15.68792648,209.17235306666663,False,0.0,26.666666666666668,9.412755888,9.412755888
Event-49,PRE,Dehydrator-1,2024-01-08 21:11:00,2024-01-09 15:33:00,18.366666666666667,20.091700465254085,369.01756521183336,False,0.0,36.733333333333334,12.055020279152451,12.055020279152451
Event-50,PRE,Dehydrator-1,2024-01-09 20:05:00,2024-01-11 20:43:00,48.63333333333333,9.19613330743386,447.2386165182001,False,0.0,97.26666666666667,5.517679984460315,5.517679984460315
Event-51,PRE,Dehydrator-1,2024-01-12 08:57:00,2024-01-15 12:30:00,75.55,38.2341279767324,2888.588368642133,False,0.0,151.1,22.94047678603944,22.94047678603944
Event-52,PRE,Tank-2,2024-01-20 17:49:00,2024-01-21 00:07:00,6.3,7.830741333,49.33367039789999,False,0.0,12.6,4.6984447998,4.6984447998
Event-53,PRE,Tank-1,2024-01-22 13:05:00,2024-01-23 02:59:00,13.9,15.78909064,219.468359896,False,0.0,27.8,9.473454384,9.473454384
Event-54,PRE,Dehydrator-1,2024-01-23 16:02:00,2024-01-24 06:27:00,14.416666666666666,49.50731325739885,713.7304327941667,False,0.0,28.833333333333332,29.70438795443931,29.70438795443931
Event-55,PRE,Dehydrator-1,2024-01-24 15:06:00,2024-01-25 01:46:00,10.666666666666666,17.92923359,191.2451582933333,False,0.0,21.333333333333332,10.757540153999999,10.757540153999999
Event-56,PRE,Dehydrator-1,2024-01-25 16:45:00,2024-01-26 05:08:00,12.383333333333333,19.41097409,240.37256248116665,False,0.0,24.766666666666666,11.646584454,11.646584454
Event-57,PRE,Dehydrator-1,2024-01-26 13:50:00,2024-01-27 08:08:00,18.3,25.3553353542714,464.0026369831666,False,0.0,36.6,15.21320121256284,15.21320121256284
Event-58,PRE,Dehydrator-1,2024-01-27 10:10:00,2024-01-27 23:37:00,13.45,32.679994993915734,439.5459326681666,False,0.0,26.9,19.60799699634944,19.60799699634944
Event-59,PRE,Dehydrator-1,2024-01-28 15:43:00,2024-01-28 23:59:00,8.266666666666667,10.05147194,83.09216803733335,False,0.0,16.533333333333335,6.0308831640000005,6.0308831640000005
Event-60,PRE,Dehydrator-1,2024-01-29 15:48:00,2024-01-30 00:36:00,8.8,12.67874941,111.572994808,False,0.0,17.6,7.607249646,7.607249646
Event-61,PRE,Dehydrator-1,2024-01-31 17:15:00,2024-02-01 03:30:00,10.25,60.47970498,619.916976045,False,0.0,20.5,36.287822988,36.287822988
Event-62,PRE,Dehydrator-1,2024-02-01 13:45:00,2024-02-01 22:38:00,8.883333333333333,10.77638599,95.73022887783333,False,0.0,17.766666666666666,6.465831594,6.465831594
Event-63,PRE,Dehydrator-1,2024-02-02 23:30:00,2024-02-03 06:10:00,6.666666666666667,24.7853662,165.23577466666666,False,0.0,13.333333333333334,14.87121972,14.87121972
Event-64,PRE,Dehydrator-1,2024-02-03 11:03:00,2024-02-03 15:53:00,4.833333333333333,17.19845255,83.12585399166666,False,0.0,9.666666666666666,10.319071529999999,10.319071529999999
Event-65,PRE,Dehydrator-1,2024-02-04 13:38:00,2024-02-05 08:05:00,18.45,23.45762222,432.793129959,False,0.0,36.9,14.074573332,14.074573332
Event-66,PRE,Dehydrator-1,2024-02-07 04:05:00,2024-02-07 09:11:00,5.1,14.86192301,75.795807351,False,0.0,10.2,8.917153806,8.917153806
Event-67,PRE,Dehydrator-1,2024-02-07 17:09:00,2024-02-07 21:40:00,4.516666666666667,13.72649872,61.99801921866667,False,0.0,9.033333333333333,8.235899232,8.235899232
Event-68,PRE,Dehydrator-1,2024-02-08 08:39:00,2024-02-08 14:27:00,5.8,17.22924512,99.929621696,False,0.0,11.6,10.337547072000001,10.337547072000001
Event-69,PRE,Dehydrator-1,2024-02-08 17:30:00,2024-02-09 04:10:00,10.666666666666666,26.63524496,284.1092795733333,False,0.0,21.333333333333332,15.981146976,15.981146976
Event-70,PRE,Dehydrator-1,2024-02-10 06:47:00,2024-02-10 23:17:00,16.5,18.81978571796768,310.52646434646664,False,0.0,33.0,11.291871430780608,11.291871430780608
Event-71,PRE,Dehydrator-1,2024-02-11 15:45:00,2024-02-12 05:38:00,13.883333333333333,123.3328614,1712.27122577,False,0.0,27.766666666666666,73.99971683999999,73.99971683999999
Event-72,PRE,Dehydrator-1,2024-02-16 11:51:00,2024-02-16 16:46:00,4.916666666666667,14.83360889,72.93191037583334,False,0.0,9.833333333333334,8.900165334,8.900165334
Event-73,PRE,Dehydrator-1,2024-02-22 02:22:00,2024-02-22 09:08:00,6.766666666666667,17.60689626,119.139998026,False,0.0,13.533333333333333,10.564137756,10.564137756
Event-74,PRE,Dehydrator-1,2024-02-22 11:25:00,2024-02-23 04:36:00,17.183333333333334,33.41612275,574.2003759208334,False,0.0,34.36666666666667,20.04967365,20.04967365
Event-75,PRE,Tank-1,2024-03-14 09:15:00,2024-03-14 23:52:00,14.616666666666667,14.74954203,215.5891393385,False,0.0,29.233333333333334,8.849725218,8.849725218
Event-76,PRE,Tank-1,2024-03-15 07:54:00,2024-03-15 19:43:00,11.816666666666666,10.83058592,127.98142362133332,False,0.0,23.633333333333333,6.498351552,6.498351552
Event-77,PRE,Separator-2,2024-03-21 16:45:00,2024-03-22 02:54:00,10.15,12.4923744,126.79760016,False,0.0,20.3,7.4954246399999995,7.4954246399999995
Event-78,PRE,Dehydrator-2,2024-03-21 16:45:00,2024-03-22 02:54:00,10.15,15.49997366,157.324732649,False,0.0,20.3,9.299984196,9.299984196
Event-79,PRE,Separator-2,2024-03-22 11:45:00,2024-03-23 04:40:00,16.916666666666668,19.45596602,329.1300918383334,False,0.0,33.833333333333336,11.673579612000001,11.673579612000001
Event-80,PRE,Separator-2,2024-03-23 15:56:00,2024-03-24 08:16:00,16.333333333333332,20.77621499,339.34484483666665,False,0.0,32.666666666666664,12.465728994,12.465728994
Event-81,PRE,Separator-2,2024-03-29 12:10:00,2024-03-29 18:10:00,6.0,50.5477992,303.28679520000003,False,0.0,12.0,30.328679519999998,30.328679519999998
Event-82,PRE,Separator-2,2024-04-05 14:08:00,2024-04-05 20:41:00,6.55,52.05755548743002,340.97698844266665,False,0.0,13.1,31.23453329245801,31.23453329245801
Event-83,PRE,Separator-2,2024-04-06 01:59:00,2024-04-06 05:50:00,3.85,18.95548269,72.9786083565,False,0.0,7.7,11.373289613999999,11.373289613999999
Event-84,PRE,Separator-2,2024-04-09 08:27:00,2024-04-09 19:36:00,11.15,18.53332709,206.6465970535,False,0.0,22.3,11.119996254,11.119996254
Event-85,PRE,Separator-2,2024-04-10 14:25:00,2024-04-11 00:11:00,9.766666666666667,140.6241274,1373.4289776066666,False,0.0,19.533333333333335,84.37447644,84.37447644
Event-86,PRE,Separator-2,2024-04-11 15:06:00,2024-04-11 22:43:00,7.616666666666666,55.89072104,425.70099192133335,False,0.0,15.233333333333333,33.534432624,33.534432624
Event-87,PRE,Separator-2,2024-04-12 14:09:00,2024-04-12 22:15:00,8.1,29.79022037,241.300784997,False,0.0,16.2,17.874132222,17.874132222
Event-88,PRE,Separator-1,2024-04-13 00:00:00,2024-04-13 08:05:00,8.083333333333334,14.72482916,119.02570237666669,False,0.0,16.166666666666668,8.834897496,8.834897496
Event-89,PRE,Separator-1,2024-04-14 01:54:00,2024-04-14 05:54:00,4.0,16.01493411,64.05973644,False,0.0,8.0,9.608960466,9.608960466
Event-90,PRE,Separator-1,2024-04-16 04:25:00,2024-04-16 10:40:00,6.25,22.719215204,141.99509502499998,False,0.0,12.5,13.6315291224,13.6315291224
Event-91,PRE,Separator-1,2024-04-17 05:04:00,2024-04-17 14:09:00,9.083333333333334,24.53500301,222.85961067416667,False,0.0,18.166666666666668,14.721001806,14.721001806
Event-92,PRE,Separator-1,2024-04-18 13:26:00,2024-04-18 20:51:00,7.416666666666667,14.93944563,110.8008884225,False,0.0,14.833333333333334,8.963667378,8.963667378
Event-93,PRE,Separator-1,2024-04-18 22:32:00,2024-04-19 02:41:00,4.15,17.65106764,73.25193070600001,False,0.0,8.3,10.590640584,10.590640584
Event-94,PRE,Separator-1,2024-04-19 14:49:00,2024-04-20 02:49:00,12.0,35.81272269,429.75267228,False,0.0,24.0,21.487633614,21.487633614
Event-95,PRE,Separator-2,2024-04-20 14:10:00,2024-04-20 16:35:00,2.4166666666666665,77.00366334,186.092186405,False,0.0,4.833333333333333,46.202198004,46.202198004
Event-96,PRE,Separator-1,2024-04-22 14:00:00,2024-04-23 10:07:00,20.116666666666667,77.63196097,1561.6962815131667,False,0.0,40.233333333333334,46.579176581999995,46.579176581999995
Event-97,PRE,Separator-1,2024-04-26 10:15:00,2024-04-26 16:38:00,6.383333333333334,10.80466042,68.96974901433333,False,0.0,12.766666666666667,6.482796251999999,6.482796251999999
Event-98,PRE,Separator-1,2024-04-27 06:05:00,2024-04-27 13:57:00,7.866666666666666,16.03540446,126.14518175199998,False,0.0,15.733333333333333,9.621242676,9.621242676
Event-99,PRE,Separator-1,2024-04-28 07:12:00,2024-04-28 19:16:00,12.066666666666666,11.16171355,134.68467683666665,False,0.0,24.133333333333333,6.69702813,6.69702813
Event-100,PRE,Separator-1,2024-04-29 23:25:00,2024-04-30 04:48:00,5.383333333333334,29.86309642,160.76300239433334,False,0.0,10.766666666666667,17.917857852,17.917857852
